Steps,Action,Change,Network
991,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
992,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
993,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
994,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
995,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
996,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
997,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
998,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
999,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1000,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1001,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1002,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1003,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1004,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1005,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1006,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1007,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1008,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1009,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1010,"PrivilegeEscalation: target=(1, 5), cost=1.00, prob=1.00, req_access=USER, os=windows, process=schtask, access=2",removed sensitive host,medium-single-site.yaml
1011,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1012,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1013,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1014,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1015,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1016,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1017,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1018,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1019,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1020,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1021,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1022,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1023,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1024,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1025,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1026,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1027,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1028,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1029,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1030,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1031,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1032,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1033,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1034,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1035,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1036,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1037,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1038,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1039,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1040,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1041,"Exploit: target=(1, 12), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1",removed sensitive host,medium-single-site.yaml
1042,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1043,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1044,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1045,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1046,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1047,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1048,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1049,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1050,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1051,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1052,"PrivilegeEscalation: target=(1, 11), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",removed sensitive host,medium-single-site.yaml
1053,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1054,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1055,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1056,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1057,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1058,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1059,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1060,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1061,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1062,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1063,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1064,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1065,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1066,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1067,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1068,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1069,"PrivilegeEscalation: target=(1, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=schtask, access=2",removed sensitive host,medium-single-site.yaml
1070,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1071,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1072,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1073,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1074,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1075,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1076,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1077,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1078,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1079,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1080,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1081,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1082,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1083,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1084,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1085,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1086,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1087,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1088,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1089,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1090,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1091,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1092,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1093,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1094,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1095,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1096,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1097,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1098,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1099,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1100,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1101,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1102,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1103,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1104,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1105,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1106,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1107,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1108,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1109,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1110,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1111,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1112,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1113,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1114,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1115,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1116,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1117,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1118,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1119,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1120,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1121,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1122,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1123,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1124,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1125,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
1126,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",removed sensitive host,medium-single-site.yaml
