,action_num_val,action_verbose
2515,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2516,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2517,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2518,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2519,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2520,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2521,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2522,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2523,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2524,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2525,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2526,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2527,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2528,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2529,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2530,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2531,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2532,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2533,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2534,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2535,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2536,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2537,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2538,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2539,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2540,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2541,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2542,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2543,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2544,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2545,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2546,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2547,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2548,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2549,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2550,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2551,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2552,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2553,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2554,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2555,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2556,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2557,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2558,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2559,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2560,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2561,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2562,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2563,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2564,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2565,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2566,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2567,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2568,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2569,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2570,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2571,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2572,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2573,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2574,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2575,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2576,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2577,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2578,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2579,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2580,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2581,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2582,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2583,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2584,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2585,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2586,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2587,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2588,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2589,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2590,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2591,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2592,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2593,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2594,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2595,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2596,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2597,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2598,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2599,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2600,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2601,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2602,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2603,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2604,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2605,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2606,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2607,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2608,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2609,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2610,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2611,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2612,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2613,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2614,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2615,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2616,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2617,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2618,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2619,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2620,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2621,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2622,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2623,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2624,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2625,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2626,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2627,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2628,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2629,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2630,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2631,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2632,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2633,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2634,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2635,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2636,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2637,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2638,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2639,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
2640,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2641,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2642,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2643,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2644,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2645,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2646,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2647,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2648,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2649,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2650,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2651,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2652,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2653,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2654,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2655,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2656,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2657,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2658,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2659,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2660,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2661,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2662,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2663,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2664,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2665,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2666,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2667,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2668,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2669,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2670,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2671,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2672,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2673,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2674,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2675,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
2676,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2677,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2678,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2679,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2680,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2681,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2682,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2683,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2684,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2685,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2686,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2687,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2688,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2689,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2690,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2691,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2692,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2693,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
2694,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2695,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
2696,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2697,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2698,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2699,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2700,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2701,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
2702,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2703,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2704,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2705,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2706,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2707,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2708,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2709,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2710,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2711,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
2712,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2713,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2714,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2715,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
2716,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
2717,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2718,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
2719,42,"Exploit: target=(3, 2), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
2720,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
2721,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
2722,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
